SECTOR,SECTOR_ID,COMPANIA_ID,PROVINCIA,TIPOEMPRESA,HERRAMIENTA,NUBE,RECURSOSENLANUBE,CANTIDADEMPLEADOS,VISUALIZACION,VENTAS
MANUFACTURA,5,577,LIMON,PEQUEÑA,0,0,0,26,0,337626
COMERCIO,6,1461,GUANACASTE,GRANDE,2,1,361,170,3,16858502
COMERCIO,6,193,SAN JOSE,MEDIANA,0,0,0,49,0,885105
BIENES RAICES,4,1349,SAN JOSE,GRANDE,0,0,0,530,0,5591607
SERVICIOS,2,1148,CARTAGO,PEQUEÑA,4,1,14,32,2,145089
AGRICULTURA,3,1211,PUNTARENAS,PYMES,0,0,0,6,0,54373
HOTELERIA,1,957,ALAJUELA,MEDIANA,2,1,77,45,3,432345
SERVICIOS,2,170,GUANACASTE,MEDIANA,1,1,100,39,3,748614
COMERCIO,6,1009,ALAJUELA,PEQUEÑA,3,1,24,32,3,228744
AGRICULTURA,3,541,ALAJUELA,GRANDE,2,1,145,279,3,20784788
SERVICIOS,2,1512,GUANACASTE,GRANDE,1,1,982,860,1,11198541
SERVICIOS,2,1137,GUANACASTE,MEDIANA,0,0,0,90,0,1011073
AGRICULTURA,3,694,SAN JOSE,GRANDE,0,0,0,110,0,22220312
COMERCIO,6,1039,SAN JOSE,PEQUEÑA,2,1,30,33,2,405719
AGRICULTURA,3,599,LIMON,GRANDE,0,0,0,557,0,2354665
MANUFACTURA,5,340,HEREDIA,PEQUEÑA,1,1,31,27,2,286794
HOTELERIA,1,1092,HEREDIA,MEDIANA,4,1,93,69,2,631714
COMERCIO,6,1054,ALAJUELA,MEDIANA,2,1,51,97,3,570668
SERVICIOS,2,173,SAN JOSE,GRANDE,2,1,266,947,1,4513050
BIENES RAICES,4,1232,HEREDIA,PEQUEÑA,1,1,11,34,0,277679
COMERCIO,6,1273,SAN JOSE,GRANDE,0,0,0,993,0,9577775
COMERCIO,6,1671,SAN JOSE,PYMES,3,1,6,5,4,102770
BIENES RAICES,4,459,LIMON,GRANDE,1,1,350,337,2,16681977
MANUFACTURA,5,240,CARTAGO,PEQUEÑA,2,1,21,23,4,362494
AGRICULTURA,3,1517,GUANACASTE,PYMES,4,1,3,7,4,30007
AGRICULTURA,3,600,HEREDIA,PYMES,0,0,0,5,0,15132
AGRICULTURA,3,956,LIMON,GRANDE,0,0,0,431,0,16058668
HOTELERIA,1,809,CARTAGO,PEQUEÑA,1,1,19,11,3,289050
BIENES RAICES,4,1353,LIMON,MEDIANA,4,1,45,64,3,885191
COMERCIO,6,1678,SAN JOSE,GRANDE,0,0,0,214,0,4023740
BIENES RAICES,4,676,CARTAGO,MEDIANA,0,0,0,97,0,729294
AGRICULTURA,3,290,SAN JOSE,MEDIANA,0,0,0,78,0,932144
MANUFACTURA,5,693,SAN JOSE,GRANDE,1,1,167,124,1,3571753
BIENES RAICES,4,1366,PUNTARENAS,GRANDE,0,0,0,375,0,23128706
MANUFACTURA,5,1394,GUANACASTE,MEDIANA,0,0,0,43,0,609816
BIENES RAICES,4,352,SAN JOSE,MEDIANA,1,1,93,71,0,524350
COMERCIO,6,1627,ALAJUELA,MEDIANA,0,0,0,56,0,587156
MANUFACTURA,5,1371,GUANACASTE,MEDIANA,0,0,0,61,0,825222
SERVICIOS,2,353,SAN JOSE,PYMES,0,0,0,5,0,93134
BIENES RAICES,4,1558,PUNTARENAS,MEDIANA,1,1,62,57,3,975476
COMERCIO,6,1212,PUNTARENAS,GRANDE,0,0,0,510,0,19479546
COMERCIO,6,658,LIMON,PEQUEÑA,0,0,0,22,0,445849
MANUFACTURA,5,97,HEREDIA,MEDIANA,0,0,0,40,0,1133507
SERVICIOS,2,330,CARTAGO,MEDIANA,3,1,60,51,3,1173016
MANUFACTURA,5,844,SAN JOSE,PYMES,0,0,0,9,0,12584
BIENES RAICES,4,1061,ALAJUELA,PEQUEÑA,0,0,0,14,0,383392
BIENES RAICES,4,416,HEREDIA,MEDIANA,0,0,0,55,0,776087
BIENES RAICES,4,685,CARTAGO,MEDIANA,2,1,77,72,3,499591
SERVICIOS,2,784,PUNTARENAS,PEQUEÑA,0,0,0,15,0,497733
HOTELERIA,1,365,ALAJUELA,PEQUEÑA,0,0,0,34,0,194492
COMERCIO,6,501,LIMON,PYMES,1,1,4,7,4,81134
MANUFACTURA,5,1146,SAN JOSE,PEQUEÑA,3,1,23,22,4,351439
HOTELERIA,1,622,ALAJUELA,PYMES,0,0,0,4,0,68977
MANUFACTURA,5,1661,CARTAGO,GRANDE,1,1,724,473,4,16841716
AGRICULTURA,3,827,GUANACASTE,GRANDE,0,0,0,116,0,13703404
COMERCIO,6,892,GUANACASTE,PYMES,3,1,5,6,2,29328
COMERCIO,6,262,GUANACASTE,MEDIANA,4,1,63,78,3,830983
COMERCIO,6,580,PUNTARENAS,PYMES,2,1,5,3,3,75100
BIENES RAICES,4,1199,GUANACASTE,MEDIANA,0,0,0,74,0,821651
SERVICIOS,2,711,LIMON,PEQUEÑA,2,1,20,30,2,314855
AGRICULTURA,3,86,ALAJUELA,PEQUEÑA,0,0,0,18,0,118348
COMERCIO,6,1478,GUANACASTE,MEDIANA,0,0,0,36,0,1128865
BIENES RAICES,4,168,SAN JOSE,PEQUEÑA,1,1,14,34,1,300602
COMERCIO,6,1277,SAN JOSE,PEQUEÑA,0,0,0,17,0,258673
SERVICIOS,2,537,LIMON,GRANDE,0,0,0,797,0,13735018
MANUFACTURA,5,526,LIMON,PEQUEÑA,0,0,0,17,0,316790
HOTELERIA,1,1521,PUNTARENAS,GRANDE,0,0,0,948,0,6987116
AGRICULTURA,3,953,PUNTARENAS,GRANDE,2,1,147,429,1,11903635
COMERCIO,6,837,PUNTARENAS,GRANDE,0,0,0,235,0,3244698
MANUFACTURA,5,464,GUANACASTE,PEQUEÑA,0,0,0,20,0,201707
BIENES RAICES,4,207,HEREDIA,MEDIANA,0,0,0,84,0,635642
AGRICULTURA,3,271,LIMON,PYMES,0,0,0,7,0,39569
HOTELERIA,1,1098,LIMON,MEDIANA,2,1,39,77,4,464007
BIENES RAICES,4,1380,PUNTARENAS,PYMES,0,0,0,3,0,101931
HOTELERIA,1,686,PUNTARENAS,PYMES,2,1,8,6,4,105096
SERVICIOS,2,1376,ALAJUELA,PEQUEÑA,0,0,0,25,0,215479
HOTELERIA,1,229,SAN JOSE,PEQUEÑA,4,1,20,28,0,113259
HOTELERIA,1,403,LIMON,MEDIANA,0,0,0,88,0,747987
BIENES RAICES,4,394,LIMON,MEDIANA,3,1,58,82,3,1054928
HOTELERIA,1,1016,CARTAGO,PYMES,0,0,0,6,0,110291
MANUFACTURA,5,1270,GUANACASTE,MEDIANA,1,1,99,98,3,732273
HOTELERIA,1,1017,CARTAGO,PYMES,3,1,9,5,4,112741
HOTELERIA,1,241,CARTAGO,PYMES,0,0,0,4,0,44828
SERVICIOS,2,1302,ALAJUELA,GRANDE,1,1,639,757,0,12998983
COMERCIO,6,1057,LIMON,PYMES,0,0,0,3,0,80414
COMERCIO,6,1070,ALAJUELA,PYMES,0,0,0,9,0,28453
BIENES RAICES,4,899,LIMON,GRANDE,0,0,0,532,0,5703015
SERVICIOS,2,144,SAN JOSE,PYMES,0,0,0,8,0,10812
MANUFACTURA,5,1393,HEREDIA,PYMES,0,0,0,9,0,18580
COMERCIO,6,1553,SAN JOSE,MEDIANA,0,0,0,58,0,672222
BIENES RAICES,4,358,ALAJUELA,PEQUEÑA,0,0,0,10,0,466426
AGRICULTURA,3,1135,PUNTARENAS,GRANDE,3,1,539,705,0,18227098
MANUFACTURA,5,1347,GUANACASTE,PYMES,0,0,0,7,0,11860
MANUFACTURA,5,589,PUNTARENAS,PYMES,0,0,0,5,0,105385
SERVICIOS,2,836,ALAJUELA,GRANDE,0,0,0,646,0,10115906
BIENES RAICES,4,1327,CARTAGO,PEQUEÑA,2,1,33,28,0,221063
HOTELERIA,1,939,SAN JOSE,GRANDE,4,1,448,775,1,17338064
AGRICULTURA,3,1208,SAN JOSE,GRANDE,4,1,206,663,2,15371620
AGRICULTURA,3,1107,SAN JOSE,PYMES,0,0,0,5,0,27624
HOTELERIA,1,780,GUANACASTE,PYMES,0,0,0,9,0,52128
MANUFACTURA,5,161,HEREDIA,PEQUEÑA,0,0,0,10,0,232429
HOTELERIA,1,1152,GUANACASTE,PYMES,0,0,0,6,0,48696
COMERCIO,6,1527,LIMON,PEQUEÑA,0,0,0,34,0,490198
COMERCIO,6,1526,HEREDIA,PYMES,3,1,6,5,0,54182
COMERCIO,6,1398,CARTAGO,MEDIANA,2,1,72,51,1,762561
HOTELERIA,1,1147,LIMON,GRANDE,4,1,524,237,0,18144402
MANUFACTURA,5,431,ALAJUELA,PYMES,0,0,0,9,0,50878
MANUFACTURA,5,568,GUANACASTE,PYMES,0,0,0,3,0,57798
AGRICULTURA,3,255,HEREDIA,GRANDE,0,0,0,634,0,23806669
HOTELERIA,1,1501,CARTAGO,MEDIANA,1,1,80,69,1,987091
MANUFACTURA,5,1458,CARTAGO,PYMES,1,1,5,5,1,101763
HOTELERIA,1,922,GUANACASTE,MEDIANA,0,0,0,63,0,1145792
HOTELERIA,1,1543,ALAJUELA,PYMES,0,0,0,9,0,37327
BIENES RAICES,4,1074,SAN JOSE,PYMES,4,1,5,4,2,102204
COMERCIO,6,698,ALAJUELA,PYMES,1,1,5,3,4,63535
COMERCIO,6,1535,GUANACASTE,MEDIANA,0,0,0,99,0,999136
MANUFACTURA,5,878,PUNTARENAS,GRANDE,0,0,0,766,0,4529978
HOTELERIA,1,1472,GUANACASTE,PEQUEÑA,2,1,10,32,1,197697
MANUFACTURA,5,1077,HEREDIA,GRANDE,1,1,722,950,1,5459084
COMERCIO,6,586,LIMON,MEDIANA,2,1,61,94,3,648669
COMERCIO,6,323,CARTAGO,GRANDE,0,0,0,654,0,4335249
MANUFACTURA,5,992,HEREDIA,GRANDE,2,1,917,847,4,15361511
AGRICULTURA,3,1331,PUNTARENAS,MEDIANA,1,1,44,94,2,895431
BIENES RAICES,4,1542,HEREDIA,GRANDE,0,0,0,365,0,20479896
COMERCIO,6,1584,GUANACASTE,GRANDE,0,0,0,429,0,21699647
COMERCIO,6,1602,LIMON,MEDIANA,0,0,0,91,0,967584
AGRICULTURA,3,327,CARTAGO,PEQUEÑA,3,1,33,21,0,204524
HOTELERIA,1,1742,CARTAGO,MEDIANA,2,1,49,60,4,1077687
COMERCIO,6,888,PUNTARENAS,PYMES,0,0,0,7,0,30845
AGRICULTURA,3,1606,SAN JOSE,PEQUEÑA,3,1,19,35,3,469763
BIENES RAICES,4,522,GUANACASTE,MEDIANA,3,1,43,89,2,883756
SERVICIOS,2,1395,PUNTARENAS,PYMES,0,0,0,7,0,80878
MANUFACTURA,5,1290,LIMON,GRANDE,3,1,936,124,3,12857758
BIENES RAICES,4,641,LIMON,MEDIANA,4,1,89,70,2,959847
HOTELERIA,1,532,LIMON,PEQUEÑA,2,1,19,30,3,334322
MANUFACTURA,5,965,HEREDIA,PYMES,1,1,3,7,4,67724
HOTELERIA,1,291,LIMON,PEQUEÑA,3,1,20,20,0,265989
BIENES RAICES,4,128,ALAJUELA,MEDIANA,0,0,0,78,0,827974
HOTELERIA,1,783,PUNTARENAS,PYMES,1,1,5,9,1,66453
COMERCIO,6,80,LIMON,PEQUEÑA,0,0,0,24,0,221971
BIENES RAICES,4,987,LIMON,MEDIANA,3,1,59,57,3,1041671
HOTELERIA,1,796,LIMON,PYMES,4,1,7,9,4,14522
HOTELERIA,1,886,SAN JOSE,MEDIANA,0,0,0,82,0,793658
BIENES RAICES,4,1511,SAN JOSE,PYMES,0,0,0,4,0,83260
COMERCIO,6,709,CARTAGO,PYMES,0,0,0,4,0,26626
SERVICIOS,2,998,CARTAGO,MEDIANA,0,0,0,98,0,961051
SERVICIOS,2,94,LIMON,GRANDE,2,1,186,389,0,5788618
COMERCIO,6,974,SAN JOSE,GRANDE,0,0,0,667,0,13558073
HOTELERIA,1,1003,GUANACASTE,MEDIANA,0,0,0,77,0,581598
COMERCIO,6,1226,HEREDIA,PYMES,0,0,0,8,0,91197
HOTELERIA,1,1673,PUNTARENAS,PYMES,0,0,0,9,0,40409
HOTELERIA,1,1551,HEREDIA,GRANDE,2,1,389,201,3,15591737
MANUFACTURA,5,1183,PUNTARENAS,PEQUEÑA,0,0,0,19,0,260626
AGRICULTURA,3,103,HEREDIA,PEQUEÑA,4,1,10,34,4,424294
MANUFACTURA,5,1315,CARTAGO,PYMES,2,1,9,9,1,33176
HOTELERIA,1,847,GUANACASTE,PYMES,0,0,0,9,0,23011
COMERCIO,6,601,PUNTARENAS,MEDIANA,0,0,0,81,0,1148275
BIENES RAICES,4,314,ALAJUELA,PYMES,0,0,0,6,0,66631
AGRICULTURA,3,559,PUNTARENAS,PYMES,0,0,0,4,0,36743
AGRICULTURA,3,1507,CARTAGO,PYMES,2,1,8,7,2,72347
MANUFACTURA,5,1356,GUANACASTE,MEDIANA,1,1,78,93,1,1077073
BIENES RAICES,4,1089,CARTAGO,PYMES,3,1,6,8,0,91107
COMERCIO,6,875,GUANACASTE,MEDIANA,3,1,46,74,2,1092481
MANUFACTURA,5,267,GUANACASTE,PYMES,0,0,0,5,0,65851
COMERCIO,6,954,CARTAGO,GRANDE,3,1,750,213,4,23099716
HOTELERIA,1,596,ALAJUELA,GRANDE,0,0,0,470,0,5512330
HOTELERIA,1,930,LIMON,MEDIANA,4,1,84,48,3,615301
HOTELERIA,1,454,SAN JOSE,GRANDE,0,0,0,816,0,13183399
AGRICULTURA,3,1101,GUANACASTE,MEDIANA,4,1,79,44,3,474238
BIENES RAICES,4,533,GUANACASTE,MEDIANA,4,1,79,60,3,852105
SERVICIOS,2,1370,GUANACASTE,MEDIANA,3,1,76,55,2,611947
COMERCIO,6,918,GUANACASTE,PYMES,3,1,8,3,2,34832
COMERCIO,6,1726,CARTAGO,PEQUEÑA,1,1,31,10,3,470549
MANUFACTURA,5,1416,CARTAGO,MEDIANA,4,1,69,65,2,810916
MANUFACTURA,5,268,SAN JOSE,PEQUEÑA,1,1,10,29,4,235957
BIENES RAICES,4,395,LIMON,GRANDE,1,1,726,317,1,16126090
HOTELERIA,1,1513,CARTAGO,MEDIANA,3,1,91,54,0,807746
MANUFACTURA,5,200,LIMON,MEDIANA,0,0,0,84,0,943930
BIENES RAICES,4,1346,GUANACASTE,MEDIANA,0,0,0,79,0,1062883
AGRICULTURA,3,40,PUNTARENAS,PYMES,0,0,0,6,0,87090
BIENES RAICES,4,1672,PUNTARENAS,PYMES,3,1,4,4,3,82707
SERVICIOS,2,147,ALAJUELA,MEDIANA,0,0,0,84,0,787301
AGRICULTURA,3,375,CARTAGO,GRANDE,0,0,0,237,0,23780726
MANUFACTURA,5,1032,HEREDIA,PYMES,0,0,0,4,0,85399
AGRICULTURA,3,408,CARTAGO,PYMES,0,0,0,3,0,73818
BIENES RAICES,4,1467,HEREDIA,PYMES,3,1,5,6,0,60968
COMERCIO,6,434,CARTAGO,MEDIANA,0,0,0,94,0,1124353
COMERCIO,6,1589,LIMON,MEDIANA,0,0,0,96,0,557047
HOTELERIA,1,825,LIMON,GRANDE,2,1,626,860,4,18971678
HOTELERIA,1,563,SAN JOSE,GRANDE,0,0,0,485,0,7409853
SERVICIOS,2,1493,LIMON,PYMES,0,0,0,3,0,97340
HOTELERIA,1,618,PUNTARENAS,PYMES,0,0,0,4,0,97778
COMERCIO,6,334,ALAJUELA,PYMES,0,0,0,7,0,45857
COMERCIO,6,1238,ALAJUELA,PEQUEÑA,0,0,0,25,0,254934
BIENES RAICES,4,1448,CARTAGO,MEDIANA,4,1,79,94,3,1071208
AGRICULTURA,3,44,ALAJUELA,PYMES,1,1,5,4,1,74280
HOTELERIA,1,191,PUNTARENAS,MEDIANA,1,1,43,48,2,604890
BIENES RAICES,4,640,LIMON,GRANDE,0,0,0,964,0,24586916
HOTELERIA,1,1240,PUNTARENAS,PYMES,3,1,7,5,3,109708
COMERCIO,6,642,LIMON,GRANDE,3,1,490,861,1,6055487
COMERCIO,6,885,ALAJUELA,PYMES,0,0,0,9,0,28889
BIENES RAICES,4,493,LIMON,MEDIANA,0,0,0,83,0,1042713
SERVICIOS,2,1059,SAN JOSE,PYMES,3,1,5,3,4,55337
COMERCIO,6,432,LIMON,PYMES,0,0,0,9,0,11944
MANUFACTURA,5,1014,LIMON,PEQUEÑA,0,0,0,13,0,316520
BIENES RAICES,4,387,CARTAGO,GRANDE,0,0,0,554,0,9165864
COMERCIO,6,1073,LIMON,GRANDE,2,1,307,751,3,20038992
MANUFACTURA,5,802,HEREDIA,GRANDE,3,1,516,631,1,17515884
HOTELERIA,1,495,HEREDIA,PEQUEÑA,0,0,0,31,0,402870
MANUFACTURA,5,166,GUANACASTE,PYMES,0,0,0,9,0,87117
COMERCIO,6,135,PUNTARENAS,MEDIANA,2,1,91,38,0,468193
AGRICULTURA,3,1598,HEREDIA,PYMES,0,0,0,6,0,64852
SERVICIOS,2,134,CARTAGO,PEQUEÑA,2,1,23,30,3,233567
HOTELERIA,1,1710,HEREDIA,PEQUEÑA,0,0,0,21,0,164061
HOTELERIA,1,538,ALAJUELA,GRANDE,1,1,862,421,4,1706780
SERVICIOS,2,386,HEREDIA,MEDIANA,0,0,0,73,0,504944
AGRICULTURA,3,955,PUNTARENAS,PEQUEÑA,4,1,11,20,3,477364
COMERCIO,6,1682,CARTAGO,GRANDE,0,0,0,681,0,23061246
AGRICULTURA,3,611,GUANACASTE,PEQUEÑA,0,0,0,22,0,460162
HOTELERIA,1,860,LIMON,PEQUEÑA,1,1,12,10,2,470959
BIENES RAICES,4,37,CARTAGO,PEQUEÑA,2,1,16,29,0,282949
BIENES RAICES,4,380,LIMON,GRANDE,0,0,0,659,0,11525633
SERVICIOS,2,659,SAN JOSE,GRANDE,1,1,616,810,3,3210683
BIENES RAICES,4,10,CARTAGO,MEDIANA,0,0,0,42,0,788961
HOTELERIA,1,1570,CARTAGO,PYMES,4,1,6,3,4,15790
SERVICIOS,2,871,HEREDIA,PEQUEÑA,0,0,0,21,0,175339
HOTELERIA,1,1317,HEREDIA,PYMES,3,1,7,8,0,31359
HOTELERIA,1,441,LIMON,MEDIANA,0,0,0,87,0,821329
BIENES RAICES,4,236,GUANACASTE,PEQUEÑA,0,0,0,35,0,404058
COMERCIO,6,61,GUANACASTE,PEQUEÑA,0,0,0,25,0,451379
HOTELERIA,1,239,HEREDIA,PYMES,3,1,4,8,1,32331
HOTELERIA,1,1646,ALAJUELA,MEDIANA,3,1,40,48,1,782899
COMERCIO,6,1167,HEREDIA,PYMES,0,0,0,9,0,55910
HOTELERIA,1,1440,LIMON,PEQUEÑA,2,1,32,24,1,275774
BIENES RAICES,4,1545,HEREDIA,PEQUEÑA,1,1,21,33,3,366970
COMERCIO,6,38,LIMON,PEQUEÑA,1,1,15,15,3,156783
COMERCIO,6,574,PUNTARENAS,PEQUEÑA,0,0,0,11,0,328564
SERVICIOS,2,377,PUNTARENAS,PYMES,2,1,4,7,4,77338
BIENES RAICES,4,721,SAN JOSE,PEQUEÑA,0,0,0,23,0,475828
HOTELERIA,1,494,GUANACASTE,MEDIANA,3,1,65,54,4,870478
MANUFACTURA,5,940,CARTAGO,PYMES,0,0,0,6,0,52291
BIENES RAICES,4,1487,LIMON,PEQUEÑA,3,1,17,33,3,179464
HOTELERIA,1,932,PUNTARENAS,PYMES,3,1,4,7,1,33153
HOTELERIA,1,437,CARTAGO,MEDIANA,0,0,0,54,0,664947
AGRICULTURA,3,981,GUANACASTE,PEQUEÑA,0,0,0,14,0,196610
HOTELERIA,1,361,ALAJUELA,PYMES,0,0,0,8,0,67565
BIENES RAICES,4,1158,ALAJUELA,PEQUEÑA,4,1,16,18,2,433328
COMERCIO,6,791,CARTAGO,PEQUEÑA,0,0,0,20,0,110752
MANUFACTURA,5,803,SAN JOSE,PEQUEÑA,1,1,11,19,4,240422
HOTELERIA,1,41,PUNTARENAS,MEDIANA,3,1,93,90,3,1127355
COMERCIO,6,614,PUNTARENAS,GRANDE,0,0,0,522,0,10762084
COMERCIO,6,28,CARTAGO,PEQUEÑA,0,0,0,10,0,351204
AGRICULTURA,3,1362,PUNTARENAS,MEDIANA,1,1,56,42,2,724606
HOTELERIA,1,699,SAN JOSE,PEQUEÑA,0,0,0,19,0,232225
AGRICULTURA,3,592,LIMON,GRANDE,4,1,315,343,0,7826420
COMERCIO,6,1464,CARTAGO,GRANDE,0,0,0,883,0,6933116
HOTELERIA,1,169,PUNTARENAS,PEQUEÑA,0,0,0,30,0,263614
COMERCIO,6,1485,LIMON,MEDIANA,0,0,0,45,0,787829
SERVICIOS,2,332,SAN JOSE,GRANDE,0,0,0,302,0,24909497
COMERCIO,6,1177,HEREDIA,PEQUEÑA,1,1,17,24,1,180620
MANUFACTURA,5,1013,PUNTARENAS,MEDIANA,2,1,88,56,0,806926
AGRICULTURA,3,1272,GUANACASTE,MEDIANA,4,1,93,72,2,857678
HOTELERIA,1,1081,LIMON,PYMES,4,1,6,7,3,68986
SERVICIOS,2,475,ALAJUELA,PEQUEÑA,0,0,0,25,0,400283
AGRICULTURA,3,1326,CARTAGO,GRANDE,3,1,209,732,1,3398152
SERVICIOS,2,294,CARTAGO,PYMES,3,1,4,6,0,66752
AGRICULTURA,3,9,ALAJUELA,PEQUEÑA,3,1,31,19,2,318972
BIENES RAICES,4,1481,HEREDIA,PEQUEÑA,0,0,0,29,0,362759
BIENES RAICES,4,634,ALAJUELA,MEDIANA,0,0,0,69,0,1124916
MANUFACTURA,5,1575,LIMON,PYMES,1,1,7,4,0,55961
MANUFACTURA,5,1572,CARTAGO,MEDIANA,0,0,0,84,0,477022
MANUFACTURA,5,76,SAN JOSE,PYMES,0,0,0,6,0,69154
MANUFACTURA,5,1100,HEREDIA,PYMES,4,1,3,5,0,98827
SERVICIOS,2,326,HEREDIA,MEDIANA,4,1,40,86,2,794271
COMERCIO,6,404,SAN JOSE,PEQUEÑA,0,0,0,24,0,241971
HOTELERIA,1,702,ALAJUELA,GRANDE,0,0,0,120,0,2287373
SERVICIOS,2,217,GUANACASTE,GRANDE,0,0,0,273,0,13149466
AGRICULTURA,3,71,LIMON,PEQUEÑA,0,0,0,15,0,478804
COMERCIO,6,1024,PUNTARENAS,GRANDE,0,0,0,815,0,11771510
BIENES RAICES,4,1213,SAN JOSE,GRANDE,0,0,0,347,0,22564173
BIENES RAICES,4,989,ALAJUELA,MEDIANA,0,0,0,77,0,535057
SERVICIOS,2,216,PUNTARENAS,MEDIANA,4,1,73,99,0,465836
COMERCIO,6,1684,CARTAGO,PYMES,0,0,0,3,0,41138
MANUFACTURA,5,1642,GUANACASTE,PYMES,1,1,5,5,1,97429
SERVICIOS,2,477,CARTAGO,GRANDE,0,0,0,615,0,11678422
HOTELERIA,1,276,ALAJUELA,GRANDE,0,0,0,582,0,6549317
BIENES RAICES,4,941,ALAJUELA,PYMES,1,1,8,6,3,118903
COMERCIO,6,246,HEREDIA,PYMES,0,0,0,5,0,34788
MANUFACTURA,5,1176,HEREDIA,MEDIANA,0,0,0,37,0,854785
HOTELERIA,1,1264,HEREDIA,PYMES,2,1,5,7,4,25366
COMERCIO,6,1561,SAN JOSE,MEDIANA,0,0,0,51,0,991014
HOTELERIA,1,1468,LIMON,GRANDE,0,0,0,802,0,14091893
SERVICIOS,2,378,HEREDIA,MEDIANA,4,1,47,92,4,439750
MANUFACTURA,5,401,CARTAGO,MEDIANA,0,0,0,100,0,439109
COMERCIO,6,883,ALAJUELA,MEDIANA,0,0,0,63,0,523765
SERVICIOS,2,449,CARTAGO,MEDIANA,0,0,0,42,0,581483
HOTELERIA,1,451,SAN JOSE,MEDIANA,0,0,0,56,0,628201
COMERCIO,6,1720,HEREDIA,MEDIANA,0,0,0,69,0,1167363
MANUFACTURA,5,364,HEREDIA,MEDIANA,3,1,39,50,4,1027343
MANUFACTURA,5,909,GUANACASTE,PEQUEÑA,0,0,0,23,0,288066
HOTELERIA,1,927,ALAJUELA,PYMES,0,0,0,3,0,108416
COMERCIO,6,746,CARTAGO,GRANDE,0,0,0,989,0,23727471
AGRICULTURA,3,543,CARTAGO,MEDIANA,0,0,0,92,0,618803
MANUFACTURA,5,1454,GUANACASTE,PEQUEÑA,0,0,0,25,0,233733
BIENES RAICES,4,1484,SAN JOSE,GRANDE,0,0,0,473,0,11793777
BIENES RAICES,4,620,HEREDIA,PEQUEÑA,0,0,0,35,0,456121
SERVICIOS,2,884,HEREDIA,PYMES,0,0,0,6,0,70278
SERVICIOS,2,578,CARTAGO,MEDIANA,0,0,0,47,0,832917
BIENES RAICES,4,1036,ALAJUELA,MEDIANA,1,1,66,53,1,859041
AGRICULTURA,3,249,CARTAGO,PYMES,0,0,0,6,0,60980
COMERCIO,6,305,ALAJUELA,PEQUEÑA,4,1,23,26,4,314828
AGRICULTURA,3,360,GUANACASTE,GRANDE,0,0,0,675,0,9468275
MANUFACTURA,5,1621,CARTAGO,PYMES,3,1,8,4,3,64900
COMERCIO,6,1355,SAN JOSE,PYMES,2,1,5,6,1,31404
SERVICIOS,2,1587,HEREDIA,MEDIANA,3,1,84,42,4,1121412
BIENES RAICES,4,376,PUNTARENAS,PYMES,2,1,4,6,1,26517
COMERCIO,6,347,HEREDIA,PEQUEÑA,4,1,23,33,1,182651
COMERCIO,6,607,CARTAGO,PYMES,0,0,0,7,0,19699
HOTELERIA,1,536,GUANACASTE,PYMES,0,0,0,9,0,113068
BIENES RAICES,4,1611,PUNTARENAS,MEDIANA,2,1,51,62,4,1065397
HOTELERIA,1,1276,GUANACASTE,PYMES,0,0,0,9,0,48849
BIENES RAICES,4,1367,SAN JOSE,MEDIANA,3,1,92,91,1,844509
SERVICIOS,2,1400,SAN JOSE,GRANDE,0,0,0,847,0,15756217
HOTELERIA,1,1336,ALAJUELA,MEDIANA,3,1,50,63,4,663687
MANUFACTURA,5,417,LIMON,MEDIANA,2,1,71,52,4,511370
SERVICIOS,2,490,LIMON,MEDIANA,3,1,44,73,0,935175
SERVICIOS,2,22,CARTAGO,MEDIANA,4,1,52,93,2,1078209
SERVICIOS,2,772,LIMON,MEDIANA,2,1,39,47,0,1033955
MANUFACTURA,5,1716,GUANACASTE,GRANDE,4,1,768,360,3,22308334
BIENES RAICES,4,1641,PUNTARENAS,GRANDE,0,0,0,325,0,14255075
SERVICIOS,2,1143,LIMON,PYMES,0,0,0,6,0,93710
SERVICIOS,2,908,LIMON,PYMES,1,1,5,6,0,16487
HOTELERIA,1,1680,LIMON,PYMES,1,1,6,6,2,27415
AGRICULTURA,3,1046,ALAJUELA,PYMES,3,1,9,9,1,86565
BIENES RAICES,4,1321,HEREDIA,PEQUEÑA,2,1,24,26,3,132895
AGRICULTURA,3,598,CARTAGO,MEDIANA,0,0,0,63,0,835429
COMERCIO,6,1743,GUANACASTE,GRANDE,0,0,0,673,0,6727788
COMERCIO,6,1503,HEREDIA,PEQUEÑA,0,0,0,24,0,410466
MANUFACTURA,5,1483,CARTAGO,PYMES,2,1,3,8,2,88858
BIENES RAICES,4,690,LIMON,PYMES,0,0,0,6,0,18655
SERVICIOS,2,515,HEREDIA,PEQUEÑA,4,1,29,13,1,177085
AGRICULTURA,3,502,HEREDIA,PYMES,0,0,0,4,0,21361
SERVICIOS,2,266,SAN JOSE,MEDIANA,4,1,100,82,3,468235
AGRICULTURA,3,1052,SAN JOSE,PEQUEÑA,4,1,21,24,0,192369
SERVICIOS,2,1038,PUNTARENAS,GRANDE,0,0,0,390,0,6803196
SERVICIOS,2,1108,HEREDIA,PYMES,0,0,0,8,0,29076
BIENES RAICES,4,1006,ALAJUELA,MEDIANA,4,1,88,51,1,727228
MANUFACTURA,5,643,LIMON,PYMES,4,1,3,4,1,90774
